id,date,hour,leagueMatchNb,idHome,homeTeam,idAway,awayTeam,h_score,a_score,h_possession,h_shots,h_targettedShots,h_nonTargettedShots,h_blockedShots,h_freeKicks,h_corners,h_offPlays,h_throwsIns,h_goalKeeperSaves,h_fouls,h_redCards,h_yellowCards,h_attemptedPasses,h_succeededPasses,h_tackles,h_attacks,h_dangerousAttacks,a_possession,a_shots,a_targettedShots,a_nonTargettedShots,a_blockedShots,a_freeKicks,a_corners,a_offPlays,a_throwsIns,a_goalKeeperSaves,a_fouls,a_redCards,a_yellowCards,a_attemptedPasses,a_succeededPasses,a_tackles,a_attacks,a_dangerousAttacks
135,20210919,1500,6,14,SDR,16,FCL,0,0,43,10,2,7,1,15,5,5,29,3,12,0,2,388,315,11,102,54,57,6,3,1,2,18,6,1,14,2,14,0,3,522,443,21,111,31
136,20210919,1500,6,25,ESTAC,8,MHSC,1,1,41,8,3,4,1,12,1,3,19,1,16,0,4,364,289,16,76,28,59,6,2,1,3,19,6,1,28,2,11,1,4,493,419,16,108,54
137,20210919,1300,6,9,OGCN,3,ASM,2,2,49,12,3,7,2,12,5,1,15,1,17,0,2,420,345,9,76,37,51,8,3,1,4,17,2,1,19,1,12,0,3,448,363,17,84,33
138,20210918,2100,6,11,ASSE,12,FCGB,1,2,55,12,5,6,1,12,7,3,29,1,9,0,1,409,312,25,126,65,45,13,3,6,4,10,2,0,22,4,11,0,4,354,251,25,88,41
139,20210918,1700,6,7,RCL,1,LOSC,1,0,47,13,4,6,3,12,4,1,23,2,12,0,2,396,307,8,94,44,53,6,2,1,3,13,3,4,32,3,8,0,2,454,360,8,90,35
140,20210917,2100,6,15,RCSA,10,FCM,3,0,46,10,6,3,1,7,3,1,21,5,16,0,2,368,288,23,73,39,54,15,5,5,5,17,7,1,19,3,8,0,4,438,365,17,137,59
141,20210912,2045,5,4,OL,15,RCSA,3,1,59,14,7,7,0,14,4,0,25,3,8,0,2,569,492,8,110,51,41,12,4,6,2,7,6,3,24,4,11,0,1,374,308,18,96,52
142,20210912,1700,5,18,FCN,9,OGCN,0,2,50,19,7,8,4,24,8,0,30,1,7,0,2,415,335,16,121,70,50,9,3,2,4,8,3,1,20,7,13,0,3,423,348,17,86,25
143,20210912,1500,5,12,FCGB,7,RCL,2,3,55,11,3,4,4,12,2,2,29,2,8,0,3,470,392,8,109,35,45,12,5,3,4,9,7,1,14,1,11,0,2,367,297,13,82,33
144,20210912,1500,5,17,SB29,13,SCO,1,1,49,12,6,4,2,8,5,2,22,1,19,0,2,465,386,19,118,41,51,8,2,5,1,20,3,0,17,5,9,0,2,496,419,22,103,34
145,20210912,1500,5,10,FCM,25,ESTAC,0,2,62,16,2,12,2,15,2,0,24,3,15,0,2,575,507,17,147,40,38,10,5,4,1,15,1,0,29,2,14,0,1,348,264,19,73,19
146,20210912,1500,5,6,SRFC,14,SDR,0,2,63,9,1,7,1,13,4,2,33,1,18,0,1,553,467,12,128,54,37,7,3,1,3,19,6,2,24,1,11,0,2,316,225,16,73,42
147,20210912,1300,5,8,MHSC,11,ASSE,2,0,43,11,4,6,1,18,7,1,19,2,15,0,1,262,180,17,76,43,57,14,2,9,3,16,6,1,28,2,17,0,4,358,286,16,108,43
148,20210911,2100,5,3,ASM,5,OM,0,2,51,7,0,4,3,8,3,4,21,3,17,0,4,493,412,17,148,64,49,13,5,6,2,21,2,1,19,0,8,0,1,461,385,17,75,39
149,20210911,1700,5,2,PSG,41,CF63,4,0,52,13,7,3,3,13,4,1,12,2,13,0,0,577,517,22,104,27,48,14,2,6,6,20,4,1,18,3,9,0,1,529,460,20,86,44
150,20210910,2100,5,16,FCL,1,LOSC,2,1,44,14,7,4,3,12,2,3,22,2,13,0,2,457,389,16,105,32,56,9,3,4,2,21,5,0,16,5,11,0,2,611,541,14,135,39
151,20210829,2045,4,14,SDR,2,PSG,0,2,33,11,4,2,5,13,3,5,15,1,13,0,1,343,282,21,89,38,67,12,3,2,7,18,3,0,21,4,13,0,3,726,645,18,137,54
152,20210829,1700,4,1,LOSC,8,MHSC,2,1,45,15,4,9,2,27,3,3,25,2,15,0,3,348,266,16,102,43,55,6,3,1,2,30,4,0,26,2,19,1,7,427,322,21,115,40
153,20210829,1500,4,13,SCO,6,SRFC,2,0,53,16,4,6,6,12,3,1,8,2,14,0,1,537,490,19,100,67,47,7,2,3,2,14,1,1,17,2,10,1,2,488,433,16,95,46
154,20210829,1500,4,41,CF63,10,FCM,2,2,60,16,4,10,2,15,6,2,24,2,11,0,1,527,431,15,115,60,40,12,4,6,2,12,3,0,18,2,15,0,2,348,255,20,102,31
155,20210829,1500,4,7,RCL,16,FCL,2,2,54,19,9,7,3,10,8,1,22,5,10,0,2,476,386,13,137,47,46,14,7,5,2,10,4,0,22,7,10,0,4,412,325,15,99,27
156,20210829,1500,4,15,RCSA,17,SB29,3,1,49,11,5,2,4,12,1,0,23,4,12,0,1,473,367,17,107,41,51,11,5,5,1,12,9,2,31,2,10,0,1,482,386,13,115,51
157,20210829,1300,4,25,ESTAC,3,ASM,1,2,49,12,3,8,1,15,5,1,22,2,11,0,1,472,371,22,149,51,51,7,4,3,0,12,3,4,24,2,11,0,2,498,380,25,110,38
158,20210828,2100,4,5,OM,11,ASSE,3,1,64,19,5,8,6,25,5,2,20,6,11,0,1,631,570,20,67,22,36,11,7,4,0,21,4,1,21,2,18,0,3,333,284,20,66,28
159,20210828,1700,4,9,OGCN,12,FCGB,4,0,43,11,5,4,2,16,3,2,9,4,18,0,3,402,324,22,89,24,57,13,4,4,5,27,0,1,28,1,11,0,2,520,448,11,129,34
160,20210827,2100,4,18,FCN,4,OL,0,1,36,18,5,9,4,17,6,2,18,4,7,0,2,317,244,16,106,65,64,12,5,5,2,12,6,1,29,5,11,1,2,591,493,20,114,42
161,20210822,1700,3,6,SRFC,18,FCN,1,0,62,14,5,3,6,23,6,2,29,1,13,0,2,523,438,9,120,56,38,4,1,2,1,20,2,1,17,4,13,0,2,310,234,21,83,33
162,20210822,1500,3,12,FCGB,13,SCO,1,1,53,14,5,4,5,8,3,1,33,2,19,0,2,505,444,28,147,58,47,6,3,3,0,28,3,1,16,4,5,0,0,451,390,26,109,26
163,20210822,1500,3,10,FCM,14,SDR,1,1,58,10,4,3,3,20,5,2,10,2,19,1,4,449,377,17,102,21,42,12,3,6,3,33,8,0,28,3,14,1,2,307,220,11,98,54
164,20210822,1500,3,8,MHSC,16,FCL,3,1,57,32,11,12,9,24,5,0,24,4,8,0,0,460,395,23,121,60,43,6,5,1,0,9,1,1,19,8,13,2,6,361,293,13,87,25
165,20210822,1500,3,15,RCSA,25,ESTAC,1,1,60,14,4,6,4,25,6,4,29,5,16,0,3,564,474,15,152,84,40,10,6,2,2,23,3,2,12,3,17,0,1,384,284,15,65,22
166,20210822,1300,3,4,OL,41,CF63,3,3,55,21,9,10,2,7,5,0,16,3,10,0,2,543,469,25,135,58,45,17,5,7,5,13,8,0,16,6,6,0,2,436,364,21,86,45
167,20210821,2100,3,11,ASSE,1,LOSC,1,1,47,10,2,6,2,12,5,1,31,5,14,0,1,419,334,15,112,44,53,8,6,1,1,18,3,1,34,1,10,0,3,471,361,24,117,56
168,20210821,1700,3,3,ASM,7,RCL,0,2,71,9,2,6,1,20,13,2,24,0,11,1,1,583,502,23,148,56,29,4,2,2,0,15,3,0,15,2,14,1,1,236,170,13,73,23
169,20210820,2100,3,17,SB29,2,PSG,2,4,26,11,3,5,3,10,3,2,11,4,8,0,1,275,219,17,73,32,74,16,8,4,4,16,9,1,20,1,7,0,2,819,759,16,148,58
170,20210815,2045,2,5,OM,12,FCGB,2,2,67,10,2,5,3,20,3,1,15,0,6,1,2,699,641,13,133,45,33,8,2,5,1,11,4,1,24,0,11,0,2,326,267,15,74,28
171,20210815,1700,2,7,RCL,11,ASSE,2,2,58,22,7,11,4,23,7,1,22,5,10,0,1,482,395,25,136,53,42,12,7,4,1,15,2,0,26,5,17,0,6,357,253,20,111,20
172,20210815,1500,2,17,SB29,6,SRFC,1,1,40,10,5,4,1,22,6,0,27,1,7,0,2,342,258,22,96,39,60,6,2,3,1,11,11,2,20,4,16,0,3,520,447,11,96,59
173,20210815,1500,2,41,CF63,25,ESTAC,2,0,64,18,8,7,3,20,9,2,16,1,6,0,1,631,587,9,143,61,36,6,1,4,1,8,2,0,12,6,11,1,3,356,303,20,51,20
174,20210815,1500,2,18,FCN,10,FCM,2,0,35,11,7,1,3,13,6,2,26,5,18,0,2,300,205,17,108,46,65,10,5,3,2,31,6,0,27,5,11,0,0,572,464,23,136,37
175,20210815,1500,2,14,SDR,8,MHSC,3,3,57,19,9,8,2,17,8,0,24,2,11,0,2,465,387,12,109,69,43,15,5,4,6,21,7,1,28,6,12,0,1,348,267,14,101,39
176,20210815,1300,2,13,SCO,4,OL,3,0,43,13,6,6,1,25,6,1,17,3,11,0,1,366,300,27,96,53,57,8,3,3,2,16,4,0,14,3,17,1,5,508,436,28,125,31
177,20210814,2100,2,2,PSG,15,RCSA,4,2,65,11,6,3,2,28,4,1,21,0,6,0,1,697,642,10,126,60,35,8,2,4,2,9,4,2,12,2,18,1,4,364,309,16,64,28
178,20210814,1700,2,1,LOSC,9,OGCN,0,4,62,11,2,7,2,21,8,1,31,3,9,0,3,585,500,13,128,55,38,11,7,1,3,13,7,1,17,2,13,0,1,359,276,22,75,24
179,20210813,2100,2,16,FCL,3,ASM,1,0,28,2,2,0,0,16,0,0,23,3,17,0,3,253,151,23,59,16,72,12,3,5,4,26,6,1,31,1,15,0,2,636,533,29,193,88
180,20210808,2045,1,8,MHSC,5,OM,2,3,40,8,1,5,2,9,6,1,14,4,10,0,0,351,271,19,72,36,60,21,7,8,6,18,11,1,16,0,5,0,1,531,466,11,133,69
181,20210808,1700,1,10,FCM,1,LOSC,3,3,38,12,5,3,4,14,4,0,22,4,9,1,1,336,241,16,101,34,62,18,7,7,4,12,5,2,28,2,10,0,2,539,439,21,123,44
182,20210808,1500,1,12,FCGB,41,CF63,0,2,44,10,6,3,1,13,5,0,19,8,13,0,1,439,366,19,103,38,56,19,10,4,5,16,10,2,23,6,9,0,0,552,475,18,119,37
183,20210808,1500,1,9,OGCN,14,SDR,0,0,61,12,2,6,4,14,4,0,18,0,10,0,1,554,476,21,147,59,39,5,0,2,3,12,2,0,18,2,8,0,1,345,263,18,80,28
184,20210808,1500,1,11,ASSE,16,FCL,1,1,62,20,3,11,6,19,8,0,20,2,10,0,2,547,467,22,139,56,38,12,3,7,2,13,4,1,16,2,14,0,3,343,252,24,114,43
185,20210808,1500,1,15,RCSA,13,SCO,0,2,57,7,1,4,2,26,5,3,32,0,18,0,2,512,415,27,125,58,43,9,2,5,2,29,4,2,20,1,18,0,3,394,307,18,114,27
186,20210808,1300,1,6,SRFC,7,RCL,1,1,60,10,2,3,5,21,3,0,17,5,10,0,0,527,472,14,104,48,40,11,6,4,1,12,9,0,20,1,14,0,2,345,289,18,82,32
187,20210807,2100,1,25,ESTAC,2,PSG,1,2,43,15,7,4,4,20,9,1,23,1,3,0,1,443,379,17,71,34,57,12,3,6,3,7,1,1,12,6,15,0,4,605,560,10,140,74
188,20210807,1700,1,4,OL,17,SB29,1,1,69,17,4,9,4,20,9,1,25,7,10,0,1,680,602,16,153,53,31,13,8,4,1,15,4,1,26,3,12,0,1,297,226,16,71,36
189,20210806,2100,1,3,ASM,18,FCN,1,1,75,15,3,9,3,25,5,1,35,0,6,0,0,739,651,19,174,78,25,5,1,3,1,11,2,0,22,2,14,0,0,247,151,18,78,19
